CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
65069,16940,20190522,GGOEGDHC074099,Google Pen White,Office,1,1.5,7.99,Clicked
65069,16941,20190526,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,3,119.0,4.99,Clicked
22704,16942,20190918,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,9.99,Used
69429,16943,20190911,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,9.99,Clicked
76162,16944,20190928,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,199.0,4.99,Not Used
41499,16945,20190804,GGOEGETR013999,Google Yoga Mat,Lifestyle,2,29.99,12.99,Not Used
30379,16946,20190207,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,5.99,Used
33206,16947,20190131,GGOEGOLC014599,Google Large Notebook,Notebooks,2,11.99,7.99,Not Used
44522,16948,20191226,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,7.99,Clicked
42092,16949,20190523,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,4.99,Used
22704,16950,20190617,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Clicked
12560,16951,20190130,GGOEGBMJ013399,Google Tote Bag,Bags,4,12.99,0,Not Used
57576,16952,20191108,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,199.0,9.99,Clicked
48752,16953,20190303,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,0,Used
80539,16954,20190627,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,9.99,Not Used
96673,16955,20190302,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,199.0,5.99,Clicked
48752,16956,20190515,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,5.99,Used
30861,16957,20191018,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,12.99,Used
46048,16958,20191212,GGOEGDHC074099,Google Pen White,Office,2,1.5,0,Used
30926,16959,20190506,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,4.99,Used
15209,16960,20191011,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Clicked
70217,16961,20190519,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,7.99,Clicked
88193,16962,20190402,GGOEGBCR024399,Google Laptop Sleeve,Bags,5,24.99,6.5,Used
45697,16963,20190525,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,6.5,Used
63883,16964,20190413,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,9.99,Clicked
80539,16965,20190826,GGOEGETR013999,Google Yoga Mat,Lifestyle,5,29.99,12.99,Used
84847,16966,20191007,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,6.5,Used
17850,16967,20191005,GGOEGETR013999,Google Yoga Mat,Lifestyle,3,29.99,0,Not Used
30257,16968,20191203,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,7.99,Used
84847,16969,20190909,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,0,Used
92149,16970,20190924,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,9.99,Used
76162,16971,20190218,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,0,Clicked
66057,16972,20190201,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,5.99,Not Used
98039,16973,20191225,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,4.99,Used
84668,16974,20190311,GGOEGDHC074099,Google Pen White,Office,1,1.5,6.5,Not Used
19099,16975,20190728,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,12.99,Used
89415,16976,20190607,GGOEGHPJ080110,Google Beanie,Headgear,3,16.99,0,Used
99733,16977,20190605,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3,153.71,5.99,Used
16572,16978,20191231,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,0,Clicked
33053,16979,20190514,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,4,19.99,12.99,Not Used
74686,16980,20191009,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,12.99,Used
54942,16981,20190107,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,12.99,Not Used
14165,16982,20191218,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,12.99,Used
61876,16983,20190203,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,4.99,Used
57472,16984,20190304,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,7.99,Not Used
81200,16985,20190722,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,6.5,Used
56105,16986,20190420,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,4.99,Used
43386,16987,20191114,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,6.5,Clicked
66179,16988,20190201,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,6.5,Used
93136,16989,20190927,GGOEGBCR024399,Google Laptop Sleeve,Bags,5,24.99,7.99,Used
86503,16990,20190703,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,7.99,Clicked
95181,16991,20190718,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,7.99,Used
84847,16992,20190524,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,12.99,Clicked
87656,16993,20190323,GGOEGDHC074099,Google Pen White,Office,2,1.5,5.99,Clicked
81200,16994,20190129,GGOEGBCR024399,Google Laptop Sleeve,Bags,3,24.99,12.99,Not Used
35995,16995,20190330,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,12.99,Clicked
11504,16996,20190703,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,7.99,Clicked
30926,16997,20191016,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,4.99,Not Used
43386,16998,20190216,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,0,Clicked
94874,16999,20190101,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,4.99,Not Used
11504,17000,20190401,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,7.99,Clicked
54020,17001,20190226,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,9.99,Not Used
15075,17002,20190221,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,4.99,Clicked
56105,17003,20191124,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,7.99,Clicked
20500,17004,20190702,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,4.99,Not Used
30861,17005,20191219,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,0,Clicked
18834,17006,20190720,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,12.99,Clicked
71993,17007,20191124,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,9.99,Used
14067,17008,20190627,GGOEGEFR024199,Google Sunglasses,Lifestyle,2,9.99,0,Clicked
98781,17009,20191124,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,4.99,Used
55082,17010,20190204,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,9.99,Used
74032,17011,20190717,GGOEGHPJ080110,Google Beanie,Headgear,4,16.99,6.5,Not Used
37742,17012,20190629,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,12.99,Clicked
81066,17013,20191218,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,12.99,Used
74042,17014,20190111,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,4,2.99,0,Not Used
30028,17015,20190712,GGOEGAAX0358,Google Hoodie Grey,Apparel,1,49.99,0,Not Used
65069,17016,20191111,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Used
15229,17017,20190811,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,4.99,Used
55082,17018,20191223,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,4.99,Used
59735,17019,20190721,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,0,Not Used
83975,17020,20190531,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,4.99,Used
51114,17021,20190530,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,3,8.99,5.99,Not Used
45697,17022,20190908,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,2,23.99,6.5,Used
88193,17023,20190715,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,5.99,Not Used
95215,17024,20190515,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,4.99,Clicked
37802,17025,20190219,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,7.99,Not Used
30257,17026,20191029,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,6.5,Clicked
96706,17027,20191002,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,0,Not Used
31174,17028,20190118,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,4,19.99,6.5,Used
15075,17029,20190419,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,0,Clicked
59735,17030,20190414,GGOEGAAX0358,Google Hoodie Grey,Apparel,1,49.99,9.99,Used
46048,17031,20190718,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,7.99,Not Used
54020,17032,20191225,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,4.99,Clicked
42092,17033,20191026,GGOEGDHC074099,Google Pen White,Office,1,1.5,0,Not Used
65069,17034,20190626,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,6.5,Clicked
65069,17035,20190831,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,4.99,Clicked
71993,17036,20191215,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,5.99,Clicked
79615,17037,20190126,GGOEGHPJ080110,Google Beanie,Headgear,3,16.99,0,Not Used
73624,17038,20190609,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,3,12.99,9.99,Used
16630,17039,20190310,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,12.99,Not Used
42177,17040,20190802,GGOEGDHC074099,Google Pen White,Office,1,1.5,12.99,Not Used
18907,17041,20190906,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,4.99,Used
95181,17042,20191230,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,7.99,Clicked
76768,17043,20190330,GGOEGBMJ013399,Google Tote Bag,Bags,3,12.99,4.99,Used
84593,17044,20190126,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,5.99,Not Used
30028,17045,20190723,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,5.99,Not Used
36071,17046,20190817,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,5.99,Not Used
30861,17047,20190513,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Used
37742,17048,20190420,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,4.99,Not Used
57576,17049,20190729,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,4.99,Clicked
96706,17050,20191104,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,12.99,Not Used
13617,17051,20191230,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,3,12.99,12.99,Not Used
29536,17052,20190510,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,7.99,Clicked
42662,17053,20191027,GGOEGDHC074099,Google Pen White,Office,1,1.5,9.99,Not Used
91416,17054,20191128,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,6.5,Used
16572,17055,20190522,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,9.99,Clicked
15482,17056,20190407,GGOEGAAX0358,Google Hoodie Grey,Apparel,2,49.99,0,Clicked
48752,17057,20191205,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,0,Clicked
20155,17058,20190601,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,9.99,Used
36100,17059,20191229,GGOEGBRJ037299,Google Backpack,Bags,2,79.99,4.99,Clicked
20735,17060,20191123,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Used
34050,17061,20191013,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,4.99,Clicked
18834,17062,20191014,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,9.99,Used
54942,17063,20190701,GGOEGBCR024399,Google Laptop Sleeve,Bags,3,24.99,6.5,Not Used
80008,17064,20190514,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,3,12.99,6.5,Used
70952,17065,20191026,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,3,8.99,7.99,Used
79352,17066,20190715,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,12.99,Used
84668,17067,20190413,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,5,2.99,6.5,Used
80008,17068,20190403,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,4.99,Not Used
42406,17069,20190130,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,12.99,Used
53540,17070,20190323,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,6.5,Clicked
98039,17071,20190726,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,0,Clicked
23434,17072,20190711,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,199.0,7.99,Used
55745,17073,20191213,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,4.99,Clicked
31174,17074,20190609,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,7.99,Not Used
32241,17075,20190203,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,199.0,6.5,Clicked
26334,17076,20191102,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,4.99,Not Used
23434,17077,20190703,GGOEGBMJ013399,Google Tote Bag,Bags,4,12.99,12.99,Not Used
14165,17078,20190427,GGOEGBCR024399,Google Laptop Sleeve,Bags,5,24.99,4.99,Clicked
74032,17079,20191029,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,9.99,Used
80702,17080,20191124,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,7.99,Used
93136,17081,20190225,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Not Used
89415,17082,20190305,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,4.99,Clicked
32241,17083,20191119,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,0,Clicked
65057,17084,20190519,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,3,18.99,0,Clicked
80686,17085,20191113,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Not Used
49529,17086,20191108,GGOEGBRJ037299,Google Backpack,Bags,3,79.99,4.99,Not Used
24168,17087,20190729,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,6.5,Used
28301,17088,20190904,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,9.99,Used
56566,17089,20191021,GGOEGHPB071610,Google Cap Black,Headgear,4,14.99,12.99,Clicked
86099,17090,20190221,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,5.99,Not Used
96951,17091,20190126,GGOEGDHC074099,Google Pen White,Office,3,1.5,12.99,Not Used
93810,17092,20191213,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,0,Used
16630,17093,20190312,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,6.5,Clicked
76768,17094,20190217,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,6.5,Not Used
28301,17095,20190520,GGOEGOLC014599,Google Large Notebook,Notebooks,2,11.99,9.99,Used
76162,17096,20190309,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,7.99,Not Used
12560,17097,20191214,GGOEGHPB071610,Google Cap Black,Headgear,2,14.99,12.99,Not Used
70332,17098,20190115,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,4,18.99,0,Not Used
72070,17099,20190124,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,0,Clicked
24168,17100,20190926,GGOEGBCR024399,Google Laptop Sleeve,Bags,3,24.99,7.99,Clicked
55745,17101,20191225,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,4.99,Not Used
70217,17102,20191206,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,7.99,Clicked
31174,17103,20190106,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,12.99,Not Used
84593,17104,20190208,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,5.99,Used
39831,17105,20190425,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,0,Not Used
57447,17106,20191021,GGOEGHPB071610,Google Cap Black,Headgear,3,14.99,6.5,Not Used
62383,17107,20190912,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,0,Clicked
10053,17108,20190101,GGOEGOLC014299,Google Leather Journal,Office,4,19.99,9.99,Not Used
70217,17109,20191015,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,5.99,Not Used
25157,17110,20190425,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,7.99,Clicked
18834,17111,20191203,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,0,Clicked
62383,17112,20190102,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,12.99,Not Used
79352,17113,20190925,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,4.99,Not Used
66057,17114,20190729,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,4.99,Used
22156,17115,20190421,GGOEGHPB071610,Google Cap Black,Headgear,2,14.99,0,Not Used
60432,17116,20191121,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,7.99,Clicked
20155,17117,20190913,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,7.99,Not Used
51245,17118,20190905,GGOEGAAX0358,Google Hoodie Grey,Apparel,1,49.99,9.99,Used
98781,17119,20190718,GGOEGETR013999,Google Yoga Mat,Lifestyle,3,29.99,6.5,Clicked
60432,17120,20190508,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,4,12.99,5.99,Not Used
96706,17121,20190312,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,7.99,Not Used
89415,17122,20191011,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,9.99,Not Used
19545,17123,20190626,GGOEGAAX0358,Google Hoodie Grey,Apparel,2,49.99,4.99,Clicked
43386,17124,20191222,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,5.99,Clicked
32241,17125,20191026,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,6.5,Used
98039,17126,20190224,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,9.99,Used
24168,17127,20190517,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,2,18.99,4.99,Used
51245,17128,20190601,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,12.99,Not Used
10053,17129,20191112,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,6.5,Used
83385,17130,20191223,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,6.5,Not Used
98039,17131,20191217,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,9.99,Not Used
16590,17132,20191114,GGOEGHPB071610,Google Cap Black,Headgear,4,14.99,9.99,Clicked
41571,17133,20190708,GGOEGBCR024399,Google Laptop Sleeve,Bags,4,24.99,5.99,Not Used
57447,17134,20191216,GGOEGDHC074099,Google Pen White,Office,4,1.5,9.99,Clicked
36071,17135,20190713,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,5.99,Used
30379,17136,20191027,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,9.99,Used
80702,17137,20190320,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,9.99,Clicked
97012,17138,20190604,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,9.99,Not Used
83385,17139,20190423,GGOEGAAX0358,Google Hoodie Grey,Apparel,1,49.99,7.99,Used
61876,17140,20191006,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,4.99,Clicked
40784,17141,20190619,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,12.99,Clicked
66179,17142,20190901,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
44438,17143,20191111,GGOEGBMJ013399,Google Tote Bag,Bags,2,12.99,5.99,Not Used
41499,17144,20190717,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,0,Clicked
86503,17145,20190711,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,9.99,Used
36100,17146,20190921,GGOEGDHC074099,Google Pen White,Office,1,1.5,12.99,Clicked
89415,17147,20190104,GGOEGDHC074099,Google Pen White,Office,2,1.5,12.99,Used
12260,17148,20190806,GGOEGDHC074099,Google Pen White,Office,1,1.5,9.99,Clicked
94874,17149,20190811,GGOEGOLC014299,Google Leather Journal,Office,2,19.99,0,Not Used
33053,17150,20190619,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,4.99,Not Used
15482,17151,20190206,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,6.5,Clicked
13047,17152,20190810,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,0,Clicked
95717,17153,20191125,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,9.99,Used
59735,17154,20190915,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,5.99,Clicked
25157,17155,20190525,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,9.99,Used
81066,17156,20190322,GGOEGBMJ013399,Google Tote Bag,Bags,2,12.99,12.99,Clicked
16590,17157,20191121,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,2,18.99,12.99,Clicked
30379,17158,20190711,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,3,119.0,4.99,Used
57472,17159,20190103,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,9.99,Clicked
11504,17160,20190626,GGOEGBRJ037299,Google Backpack,Bags,4,79.99,12.99,Clicked
44438,17161,20190324,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,2,19.99,5.99,Used
48890,17162,20190403,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,7.99,Used
19171,17163,20191210,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,9.99,Clicked
61173,17164,20190619,GGOEGEFR024199,Google Sunglasses,Lifestyle,2,9.99,4.99,Used
56105,17165,20191114,GGOEGDHC074099,Google Pen White,Office,1,1.5,6.5,Not Used
25129,17166,20191204,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,7.99,Clicked
96706,17167,20190611,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,4.99,Used
80539,17168,20191125,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,4.99,Clicked
19171,17169,20190619,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Not Used
79352,17170,20191010,GGOEGDHC074099,Google Pen White,Office,2,1.5,0,Not Used
33086,17171,20191003,GGOEGBRJ037299,Google Backpack,Bags,2,79.99,9.99,Used
92149,17172,20190208,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,12.99,Clicked
51114,17173,20190727,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,7.99,Clicked
80539,17174,20191201,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,12.99,Clicked
25129,17175,20190529,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,0,Not Used
89415,17176,20190915,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,12.99,Clicked
20735,17177,20190326,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,7.99,Clicked
84847,17178,20190316,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Not Used
67954,17179,20190202,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,9.99,Used
37742,17180,20190704,GGOEGOLC014599,Google Large Notebook,Notebooks,4,11.99,0,Used
42177,17181,20190615,GGOEGOLC014299,Google Leather Journal,Office,4,19.99,9.99,Not Used
59692,17182,20190515,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,2,18.99,5.99,Clicked
15482,17183,20190209,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,5,12.99,4.99,Clicked
97153,17184,20190630,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,7.99,Used
17685,17185,20190313,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,7.99,Clicked
57447,17186,20190419,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,7.99,Clicked
78146,17187,20191205,GGOEGBRJ037299,Google Backpack,Bags,3,79.99,9.99,Used
42706,17188,20191212,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,4.99,Clicked
60432,17189,20190112,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,7.99,Used
73699,17190,20191119,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,4.99,Not Used
61173,17191,20190922,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,9.99,Clicked
74042,17192,20190213,GGOEGBRJ037299,Google Backpack,Bags,2,79.99,6.5,Not Used
45774,17193,20190423,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,12.99,Used
30028,17194,20191204,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,2,23.99,5.99,Not Used
23434,17195,20191030,GGOEGDHC074099,Google Pen White,Office,1,1.5,4.99,Used
56105,17196,20190414,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,4.99,Not Used
78146,17197,20191104,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,0,Used
37742,17198,20191204,GGOEGAAX0358,Google Hoodie Grey,Apparel,1,49.99,0,Clicked
53540,17199,20190809,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,9.99,Clicked
46655,17200,20190428,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Clicked
32431,17201,20191223,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,6.5,Used
